USGS_station_number	Sample_date_(yyyymmdd)	Sample_time_(HHMM)	Medium_code	NWIS_parameter_code	Parameter_name	Remark_and_result	Units_of_measurement	Analyzing_laboratory	 
T453600107270018	20220810	1230	WT	68694	Tebupirimfos oxon	<0.500	ng/L	OCRL	
T452000107520002	20220808	1240	WG	68694	Tebupirimfos oxon	<0.500	ng/L	OCRL	
T452700107230017	20220809	1300	WG	68694	Tebupirimfos oxon	<0.500	ng/L	OCRL	
T452700107430003	20220808	1330	WG	68694	Tebupirimfos oxon	<0.500	ng/L	OCRL	
T453535107275515	20220809	1340	WS	68694	Tebupirimfos oxon	<0.500	ng/L	OCRL	
T453200107250011	20220810	0750	WG	68694	Tebupirimfos oxon	<0.500	ng/L	OCRL	
T450800107230004	20220809	0820	WG	68694	Tebupirimfos oxon	<0.500	ng/L	OCRL	
T454300107330012	20220810	0840	WG	68694	Tebupirimfos oxon	<0.500	ng/L	OCRL	
T453615107271309	20220810	0900	WS	68694	Tebupirimfos oxon	<0.500	ng/L	OCRL	
T450754107240301	20220809	0910	WT	68694	Tebupirimfos oxon	<0.500	ng/L	OCRL	
T452540108321601	20220808	0920	WT	68694	Tebupirimfos oxon	<0.500	ng/L	OCRL	
T453900107280021	20220810	0930	WG	68694	Tebupirimfos oxon	<0.500	ng/L	OCRL	
T451257107225201	20220809	0930	WS	68694	Tebupirimfos oxon	<0.500	ng/L	OCRL	
T451400107230005	20220809	0950	WG	68694	Tebupirimfos oxon	<0.500	ng/L	OCRL	
T452500108320026	20220808	1000	WT	68710	Triallate	<2.00	ng/L	OCRL	
T453657107270401	20220810	1000	WS	68710	Triallate	<2.00	ng/L	OCRL	
T453800107270022	20220810	1020	WG	68710	Triallate	<2.00	ng/L	OCRL	
T451943107212513	20220809	1030	WS	68710	Triallate	<2.00	ng/L	OCRL	
T451800107210006	20220809	1030	WG	68710	Triallate	<2.00	ng/L	OCRL	
T453500107270024	20220810	1100	WT	68710	Triallate	<2.00	ng/L	OCRL	
T451852107214501	20220809	1110	WT	68710	Triallate	<2.00	ng/L	OCRL	
T451800107220007	20220809	1140	WG	68710	Triallate	<2.00	ng/L	OCRL	
T453200107250023	20220810	1150	WG	68710	Triallate	<2.00	ng/L	OCRL	
T451800107540001	20220808	1200	WG	68710	Triallate	<2.00	ng/L	OCRL	
T451257107225201	20220810	1200	WS	68710	Triallate	<2.00	ng/L	OCRL	
T452500107234008	20220809	1220	WG	68710	Triallate	<2.00	ng/L	OCRL	
T453254107251316	20220809	1225	WS	68710	Triallate	<2.00	ng/L	OCRL	
T453600107270018	20220810	1230	WT	68710	Triallate	<2.00	ng/L	OCRL	
T452000107520002	20220808	1240	WG	68710	Triallate	<2.00	ng/L	OCRL	
T452700107230017	20220809	1300	WG	68710	Triallate	<2.00	ng/L	OCRL	
T452700107430003	20220808	1330	WG	68710	Triallate	<2.00	ng/L	OCRL	
T453535107275515	20220809	1340	WS	68710	Triallate	<2.00	ng/L	OCRL	
T453200107250011	20220810	0750	WG	68710	Triallate	<2.00	ng/L	OCRL	
T450800107230004	20220809	0820	WG	68710	Triallate	<2.00	ng/L	OCRL	
T454300107330012	20220810	0840	WG	68710	Triallate	<2.00	ng/L	OCRL	
T453615107271309	20220810	0900	WS	68710	Triallate	<2.00	ng/L	OCRL	
T450754107240301	20220809	0910	WT	68710	Triallate	<2.00	ng/L	OCRL	
T452540108321601	20220808	0920	WT	68710	Triallate	<2.00	ng/L	OCRL	
T451257107225201	20220809	0930	WS	68710	Triallate	<2.00	ng/L	OCRL	
T453900107280021	20220810	0930	WG	68710	Triallate	<2.00	ng/L	OCRL	
T451400107230005	20220809	0950	WG	68710	Triallate	<2.00	ng/L	OCRL	
T452500108320026	20220808	1000	WT	68711	Tribufos	<0.500	ng/L	OCRL	
T453657107270401	20220810	1000	WS	68711	Tribufos	<0.500	ng/L	OCRL	
T453800107270022	20220810	1020	WG	68711	Tribufos	<0.500	ng/L	OCRL	
T451800107210006	20220809	1030	WG	68711	Tribufos	<0.500	ng/L	OCRL	
T451943107212513	20220809	1030	WS	68711	Tribufos	<0.500	ng/L	OCRL	
T453500107270024	20220810	1100	WT	68711	Tribufos	<0.500	ng/L	OCRL	
T451852107214501	20220809	1110	WT	68711	Tribufos	<0.500	ng/L	OCRL	
T451800107220007	20220809	1140	WG	68711	Tribufos	<0.500	ng/L	OCRL	
T453200107250023	20220810	1150	WG	68711	Tribufos	<0.500	ng/L	OCRL	
T451257107225201	20220810	1200	WS	68711	Tribufos	<0.500	ng/L	OCRL	
T451800107540001	20220808	1200	WG	68711	Tribufos	<0.500	ng/L	OCRL	
T452500107234008	20220809	1220	WG	68711	Tribufos	<0.500	ng/L	OCRL	
T453254107251316	20220809	1225	WS	68711	Tribufos	<0.500	ng/L	OCRL	
T453600107270018	20220810	1230	WT	68711	Tribufos	<0.500	ng/L	OCRL	
T452000107520002	20220808	1240	WG	68711	Tribufos	<0.500	ng/L	OCRL	
T452700107230017	20220809	1300	WG	68711	Tribufos	<0.500	ng/L	OCRL	
T452700107430003	20220808	1330	WG	68711	Tribufos	<0.500	ng/L	OCRL	
T453535107275515	20220809	1340	WS	68711	Tribufos	<0.500	ng/L	OCRL	
T453200107250011	20220810	0750	WG	68711	Tribufos	<0.500	ng/L	OCRL	
T450800107230004	20220809	0820	WG	68711	Tribufos	<0.500	ng/L	OCRL	
T454300107330012	20220810	0840	WG	68711	Tribufos	<0.500	ng/L	OCRL	
T453615107271309	20220810	0900	WS	68711	Tribufos	<0.500	ng/L	OCRL	
T450754107240301	20220809	0910	WT	68711	Tribufos	<0.500	ng/L	OCRL	
T452540108321601	20220808	0920	WT	68711	Tribufos	<0.500	ng/L	OCRL	
T453900107280021	20220810	0930	WG	68711	Tribufos	<0.500	ng/L	OCRL	
T451257107225201	20220809	0930	WS	68711	Tribufos	<0.500	ng/L	OCRL	
T451400107230005	20220809	0950	WG	68711	Tribufos	<0.500	ng/L	OCRL	
T453657107270401	20220810	1000	WS	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T452500108320026	20220808	1000	WT	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T453800107270022	20220810	1020	WG	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T451800107210006	20220809	1030	WG	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T451943107212513	20220809	1030	WS	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T453500107270024	20220810	1100	WT	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T451852107214501	20220809	1110	WT	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T451800107220007	20220809	1140	WG	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T453200107250023	20220810	1150	WG	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T451800107540001	20220808	1200	WG	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T451257107225201	20220810	1200	WS	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T452500107234008	20220809	1220	WG	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T453254107251316	20220809	1225	WS	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T453600107270018	20220810	1230	WT	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T452000107520002	20220808	1240	WG	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T452700107230017	20220809	1300	WG	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T452700107430003	20220808	1330	WG	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T453535107275515	20220809	1340	WS	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T453200107250011	20220810	0750	WG	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T450800107230004	20220809	0820	WG	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T454300107330012	20220810	0840	WG	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T453615107271309	20220810	0900	WS	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T450754107240301	20220809	0910	WT	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T452540108321601	20220808	0920	WT	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T453900107280021	20220810	0930	WG	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T451400107230005	20220809	0950	WG	68726	"1,3-Butadiene"	<0.080	ug/L	NWQL	
T453657107270401	20220810	1000	WS	68728	2-Ethoxyethyl acetate	<10.0	ug/L	NWQL	
T452500108320026	20220808	1000	WT	68728	2-Ethoxyethyl acetate	<10.0	ug/L	NWQL	
T453800107270022	20220810	1020	WG	68728	2-Ethoxyethyl acetate	<10.0	ug/L	NWQL	
T451800107210006	20220809	1030	WG	68728	2-Ethoxyethyl acetate	<5.40	ug/L	NWQL	
T451943107212513	20220809	1030	WS	68728	2-Ethoxyethyl acetate	<12.4	ug/L	NWQL	
T453500107270024	20220810	1100	WT	68728	2-Ethoxyethyl acetate	<10.0	ug/L	NWQL	
T451852107214501	20220809	1110	WT	68728	2-Ethoxyethyl acetate	<10.0	ug/L	NWQL	
T451800107220007	20220809	1140	WG	68728	2-Ethoxyethyl acetate	<5.40	ug/L	NWQL	
T453200107250023	20220810	1150	WG	68728	2-Ethoxyethyl acetate	<10.0	ug/L	NWQL	
T451800107540001	20220808	1200	WG	68728	2-Ethoxyethyl acetate	<5.40	ug/L	NWQL	
T451257107225201	20220810	1200	WS	68728	2-Ethoxyethyl acetate	<10.0	ug/L	NWQL	
T452500107234008	20220809	1220	WG	68728	2-Ethoxyethyl acetate	<5.40	ug/L	NWQL	
T453254107251316	20220809	1225	WS	68728	2-Ethoxyethyl acetate	<5.40	ug/L	NWQL	
T453600107270018	20220810	1230	WT	68728	2-Ethoxyethyl acetate	<10.0	ug/L	NWQL	
T452000107520002	20220808	1240	WG	68728	2-Ethoxyethyl acetate	<5.40	ug/L	NWQL	
T452700107230017	20220809	1300	WG	68728	2-Ethoxyethyl acetate	<5.40	ug/L	NWQL	
T452700107430003	20220808	1330	WG	68728	2-Ethoxyethyl acetate	<5.40	ug/L	NWQL	
T453535107275515	20220809	1340	WS	68728	2-Ethoxyethyl acetate	<5.40	ug/L	NWQL	
T453200107250011	20220810	0750	WG	68728	2-Ethoxyethyl acetate	<10.0	ug/L	NWQL	
T450800107230004	20220809	0820	WG	68728	2-Ethoxyethyl acetate	<5.40	ug/L	NWQL	
T454300107330012	20220810	0840	WG	68728	2-Ethoxyethyl acetate	<10.0	ug/L	NWQL	
T453615107271309	20220810	0900	WS	68728	2-Ethoxyethyl acetate	<10.0	ug/L	NWQL	
T450754107240301	20220809	0910	WT	68728	2-Ethoxyethyl acetate	<10.0	ug/L	NWQL	
T452540108321601	20220808	0920	WT	68728	2-Ethoxyethyl acetate	<10.0	ug/L	NWQL	
T453900107280021	20220810	0930	WG	68728	2-Ethoxyethyl acetate	<10.0	ug/L	NWQL	
T451400107230005	20220809	0950	WG	68728	2-Ethoxyethyl acetate	<5.40	ug/L	NWQL	
T453657107270401	20220810	1000	WS	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T452500108320026	20220808	1000	WT	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T453800107270022	20220810	1020	WG	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T451800107210006	20220809	1030	WG	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T451943107212513	20220809	1030	WS	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T453500107270024	20220810	1100	WT	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T451852107214501	20220809	1110	WT	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T451800107220007	20220809	1140	WG	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T453200107250023	20220810	1150	WG	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T451800107540001	20220808	1200	WG	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T451257107225201	20220810	1200	WS	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T452500107234008	20220809	1220	WG	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T453254107251316	20220809	1225	WS	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T453600107270018	20220810	1230	WT	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T452000107520002	20220808	1240	WG	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T452700107230017	20220809	1300	WG	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T452700107430003	20220808	1330	WG	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T453535107275515	20220809	1340	WS	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T453200107250011	20220810	0750	WG	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T450800107230004	20220809	0820	WG	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T454300107330012	20220810	0840	WG	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T453615107271309	20220810	0900	WS	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T450754107240301	20220809	0910	WT	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T452540108321601	20220808	0920	WT	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T453900107280021	20220810	0930	WG	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T451400107230005	20220809	0950	WG	68729	2-Propen-1-ol	<7.80	ug/L	NWQL	
T453657107270401	20220810	1000	WS	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T452500108320026	20220808	1000	WT	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T453800107270022	20220810	1020	WG	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T451800107210006	20220809	1030	WG	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T451943107212513	20220809	1030	WS	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T453500107270024	20220810	1100	WT	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T451852107214501	20220809	1110	WT	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T451800107220007	20220809	1140	WG	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T453200107250023	20220810	1150	WG	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T451800107540001	20220808	1200	WG	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T451257107225201	20220810	1200	WS	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T452500107234008	20220809	1220	WG	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T453254107251316	20220809	1225	WS	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T453600107270018	20220810	1230	WT	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T452000107520002	20220808	1240	WG	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T452700107230017	20220809	1300	WG	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T452700107430003	20220808	1330	WG	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T453535107275515	20220809	1340	WS	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T453200107250011	20220810	0750	WG	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T450800107230004	20220809	0820	WG	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T454300107330012	20220810	0840	WG	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T453615107271309	20220810	0900	WS	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T450754107240301	20220809	0910	WT	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T452540108321601	20220808	0920	WT	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T453900107280021	20220810	0930	WG	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T451400107230005	20220809	0950	WG	68730	alpha-Terpineol	<2.00	ug/L	NWQL	
T453657107270401	20220810	1000	WS	68732	Butanal	<0.380	ug/L	NWQL	
T452500108320026	20220808	1000	WT	68732	Butanal	<0.380	ug/L	NWQL	
T453800107270022	20220810	1020	WG	68732	Butanal	<0.380	ug/L	NWQL	
T451800107210006	20220809	1030	WG	68732	Butanal	<0.380	ug/L	NWQL	
T451943107212513	20220809	1030	WS	68732	Butanal	<0.380	ug/L	NWQL	
T453500107270024	20220810	1100	WT	68732	Butanal	<5.18	ug/L	NWQL	
T451852107214501	20220809	1110	WT	68732	Butanal	<0.380	ug/L	NWQL	
T451800107220007	20220809	1140	WG	68732	Butanal	<0.380	ug/L	NWQL	
T453200107250023	20220810	1150	WG	68732	Butanal	<0.380	ug/L	NWQL	
T451800107540001	20220808	1200	WG	68732	Butanal	<0.380	ug/L	NWQL	
T451257107225201	20220810	1200	WS	68732	Butanal	<0.380	ug/L	NWQL	
T452500107234008	20220809	1220	WG	68732	Butanal	<0.380	ug/L	NWQL	
T453254107251316	20220809	1225	WS	68732	Butanal	<0.380	ug/L	NWQL	
T453600107270018	20220810	1230	WT	68732	Butanal	<8.86	ug/L	NWQL	
T452000107520002	20220808	1240	WG	68732	Butanal	<0.380	ug/L	NWQL	
T452700107230017	20220809	1300	WG	68732	Butanal	<0.380	ug/L	NWQL	
T452700107430003	20220808	1330	WG	68732	Butanal	<0.380	ug/L	NWQL	
T453535107275515	20220809	1340	WS	68732	Butanal	<0.380	ug/L	NWQL	
T453200107250011	20220810	0750	WG	68732	Butanal	<0.380	ug/L	NWQL	
T450800107230004	20220809	0820	WG	68732	Butanal	<0.380	ug/L	NWQL	
T454300107330012	20220810	0840	WG	68732	Butanal	<0.380	ug/L	NWQL	
T453615107271309	20220810	0900	WS	68732	Butanal	<0.380	ug/L	NWQL	
T450754107240301	20220809	0910	WT	68732	Butanal	<0.380	ug/L	NWQL	
T452540108321601	20220808	0920	WT	68732	Butanal	<0.380	ug/L	NWQL	
T453900107280021	20220810	0930	WG	68732	Butanal	<0.380	ug/L	NWQL	
T451400107230005	20220809	0950	WG	68732	Butanal	<0.380	ug/L	NWQL	
T453657107270401	20220810	1000	WS	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T452500108320026	20220808	1000	WT	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T453800107270022	20220810	1020	WG	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T451800107210006	20220809	1030	WG	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T451943107212513	20220809	1030	WS	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T453500107270024	20220810	1100	WT	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T451852107214501	20220809	1110	WT	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T451800107220007	20220809	1140	WG	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T453200107250023	20220810	1150	WG	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T451800107540001	20220808	1200	WG	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T451257107225201	20220810	1200	WS	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T452500107234008	20220809	1220	WG	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T453254107251316	20220809	1225	WS	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T453600107270018	20220810	1230	WT	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T452000107520002	20220808	1240	WG	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T452700107230017	20220809	1300	WG	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T452700107430003	20220808	1330	WG	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T453535107275515	20220809	1340	WS	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T453200107250011	20220810	0750	WG	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T450800107230004	20220809	0820	WG	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T454300107330012	20220810	0840	WG	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T453615107271309	20220810	0900	WS	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T450754107240301	20220809	0910	WT	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T452540108321601	20220808	0920	WT	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T453900107280021	20220810	0930	WG	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T451400107230005	20220809	0950	WG	68733	trans-Crotonaldehyde	<2.60	ug/L	NWQL	
T453657107270401	20220810	1000	WS	71870	Bromide	<0.050	mg/L	RCL	
T452500108320026	20220808	1000	WT	71870	Bromide	0.07	mg/L	RCL	
T453800107270022	20220810	1020	WG	71870	Bromide	0.1	mg/L	RCL	
T451800107210006	20220809	1030	WG	71870	Bromide	6.38	mg/L	RCL	
T451943107212513	20220809	1030	WS	71870	Bromide	0.07	mg/L	RCL	
T453500107270024	20220810	1100	WT	71870	Bromide	0.14	mg/L	RCL	
T451852107214501	20220809	1110	WT	71870	Bromide	0.07	mg/L	RCL	
T451800107220007	20220809	1140	WG	71870	Bromide	0.14	mg/L	RCL	
T453200107250023	20220810	1150	WG	71870	Bromide	0.15	mg/L	RCL	
T451800107540001	20220808	1200	WG	71870	Bromide	0.12	mg/L	RCL	
T451257107225201	20220810	1200	WS	71870	Bromide	0.07	mg/L	RCL	
T452500107234008	20220809	1220	WG	71870	Bromide	0.08	mg/L	RCL	
T453254107251316	20220809	1225	WS	71870	Bromide	0.07	mg/L	RCL	
T453600107270018	20220810	1230	WT	71870	Bromide	0.18	mg/L	RCL	
T452000107520002	20220808	1240	WG	71870	Bromide	0.21	mg/L	RCL	
T452700107230017	20220809	1300	WG	71870	Bromide	0.07	mg/L	RCL	
T452700107430003	20220808	1330	WG	71870	Bromide	0.11	mg/L	RCL	
T453535107275515	20220809	1340	WS	71870	Bromide	0.07	mg/L	RCL	
T453200107250011	20220810	0750	WG	71870	Bromide	0.16	mg/L	RCL	
T450800107230004	20220809	0820	WG	71870	Bromide	0.07	mg/L	RCL	
T454300107330012	20220810	0840	WG	71870	Bromide	0.08	mg/L	RCL	
T453615107271309	20220810	0900	WS	71870	Bromide	0.06	mg/L	RCL	
T450754107240301	20220809	0910	WT	71870	Bromide	0.1	mg/L	RCL	
T452540108321601	20220808	0920	WT	71870	Bromide	0.07	mg/L	RCL	
T453900107280021	20220810	0930	WG	71870	Bromide	0.51	mg/L	RCL	
T451400107230005	20220809	0950	WG	71870	Bromide	0.09	mg/L	RCL	
T453657107270401	20220810	1000	WS	76997	Acetonitrile	<0.800	ug/L	NWQL	
T452500108320026	20220808	1000	WT	76997	Acetonitrile	<0.800	ug/L	NWQL	
T453800107270022	20220810	1020	WG	76997	Acetonitrile	<0.800	ug/L	NWQL	
T451800107210006	20220809	1030	WG	76997	Acetonitrile	<0.800	ug/L	NWQL	
T451943107212513	20220809	1030	WS	76997	Acetonitrile	<0.800	ug/L	NWQL	
T453500107270024	20220810	1100	WT	76997	Acetonitrile	0.4	ug/L	NWQL	
T451852107214501	20220809	1110	WT	76997	Acetonitrile	<0.800	ug/L	NWQL	
T451800107220007	20220809	1140	WG	76997	Acetonitrile	<0.800	ug/L	NWQL	
T453200107250023	20220810	1150	WG	76997	Acetonitrile	<0.800	ug/L	NWQL	
T451800107540001	20220808	1200	WG	76997	Acetonitrile	<0.800	ug/L	NWQL	
T451257107225201	20220810	1200	WS	76997	Acetonitrile	<0.800	ug/L	NWQL	
T452500107234008	20220809	1220	WG	76997	Acetonitrile	<0.800	ug/L	NWQL	
T453254107251316	20220809	1225	WS	76997	Acetonitrile	<0.800	ug/L	NWQL	
T453600107270018	20220810	1230	WT	76997	Acetonitrile	0.7	ug/L	NWQL	
T452000107520002	20220808	1240	WG	76997	Acetonitrile	<0.800	ug/L	NWQL	
T452700107230017	20220809	1300	WG	76997	Acetonitrile	<0.800	ug/L	NWQL	
T452700107430003	20220808	1330	WG	76997	Acetonitrile	<0.800	ug/L	NWQL	
T453535107275515	20220809	1340	WS	76997	Acetonitrile	<0.800	ug/L	NWQL	
T453200107250011	20220810	0750	WG	76997	Acetonitrile	<0.800	ug/L	NWQL	
T450800107230004	20220809	0820	WG	76997	Acetonitrile	<0.800	ug/L	NWQL	
T454300107330012	20220810	0840	WG	76997	Acetonitrile	<0.800	ug/L	NWQL	
T453615107271309	20220810	0900	WS	76997	Acetonitrile	<0.800	ug/L	NWQL	
T450754107240301	20220809	0910	WT	76997	Acetonitrile	<0.800	ug/L	NWQL	
T452540108321601	20220808	0920	WT	76997	Acetonitrile	<0.800	ug/L	NWQL	
T453900107280021	20220810	0930	WG	76997	Acetonitrile	<0.800	ug/L	NWQL	
T451400107230005	20220809	0950	WG	76997	Acetonitrile	<0.800	ug/L	NWQL	
T453657107270401	20220810	1000	WS	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T452500108320026	20220808	1000	WT	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T453800107270022	20220810	1020	WG	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T451800107210006	20220809	1030	WG	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T451943107212513	20220809	1030	WS	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T453500107270024	20220810	1100	WT	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T451852107214501	20220809	1110	WT	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T451800107220007	20220809	1140	WG	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T453200107250023	20220810	1150	WG	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T451800107540001	20220808	1200	WG	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T451257107225201	20220810	1200	WS	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T452500107234008	20220809	1220	WG	77015	Isopropyl alcohol	2.8	ug/L	NWQL	
T453254107251316	20220809	1225	WS	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T453600107270018	20220810	1230	WT	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T452000107520002	20220808	1240	WG	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T452700107230017	20220809	1300	WG	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T452700107430003	20220808	1330	WG	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T453535107275515	20220809	1340	WS	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T453200107250011	20220810	0750	WG	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T450800107230004	20220809	0820	WG	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T454300107330012	20220810	0840	WG	77015	Isopropyl alcohol	12.4	ug/L	NWQL	
T453615107271309	20220810	0900	WS	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T450754107240301	20220809	0910	WT	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T452540108321601	20220808	0920	WT	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T453900107280021	20220810	0930	WG	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T451400107230005	20220809	0950	WG	77015	Isopropyl alcohol	<1.80	ug/L	NWQL	
T453657107270401	20220810	1000	WS	77032	Methyl acetate	<0.140	ug/L	NWQL	
T452500108320026	20220808	1000	WT	77032	Methyl acetate	<0.140	ug/L	NWQL	
T453800107270022	20220810	1020	WG	77032	Methyl acetate	<0.140	ug/L	NWQL	
T451800107210006	20220809	1030	WG	77032	Methyl acetate	<0.140	ug/L	NWQL	
T451943107212513	20220809	1030	WS	77032	Methyl acetate	<0.140	ug/L	NWQL	
T453500107270024	20220810	1100	WT	77032	Methyl acetate	<0.140	ug/L	NWQL	
